S.No,Product Code,Brand Name,Product Name,Price,Original Price (Was Price),Discount Percentage,Offer Price,URL,Category
189,466087843_black,THE TIE HUB,Checked Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-checked-print-men-scarf-with-fringed-hem/p/466087843_black,Scarves and Stoles
190,466087856_blue,THE TIE HUB,Checked Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-checked-print-men-scarf-with-fringed-hem/p/466087856_blue,Scarves and Stoles
191,464272346_yellow,THE TIE HUB,Woolen Scarf,"₹3,500","₹8,750",(60% off),"₹3,500",https://www.ajio.com/the-tie-hub-woolen-scarf-/p/464272346_yellow,Scarves and Stoles
192,466488204_black,Heelium,Pack of 4 Brand Print Bamboo Bandanas,₹899,"₹1,999",(55% off),₹899,https://www.ajio.com/heelium-pack-of-4-brand-print-bamboo-bandanas/p/466488204_black,Scarves and Stoles
193,464888718_grey,Bruun & Stengade,Woolen Scarf with Tassels,"₹2,799","₹3,999",(30% off),"₹1,819",https://www.ajio.com/bruun--stengade-woolen-scarf-with-tassels/p/464888718_grey,Scarves and Stoles
194,463613139_black,Marks & Spencer,Checked Muffler with Fringed Border,₹809,"₹1,499",(46% off),₹660,https://www.ajio.com/marks--spencer-checked-muffler-with-fringed-border/p/463613139_black,Scarves and Stoles
195,469500092_red,U.S. Polo Assn.,Men Logo Embroidered Cap,₹559,₹999,(44% off),₹500,https://www.ajio.com/u-s-polo-assn-men-logo-embroidered-cap/p/469500092_red,Caps
196,469452962_gray,Puma,Men Graphic Print Baseball Cap,₹974,"₹1,299",(25% off),₹831,https://www.ajio.com/puma-men-graphic-print-baseball-cap/p/469452962_gray,Caps
197,469500093_white,U.S. Polo Assn.,Men Baseball Cap,₹999,₹999,(0% off),₹699,https://www.ajio.com/u-s-polo-assn-men-baseball-cap/p/469500093_white,Caps
198,469500091_navy,U.S. Polo Assn.,Men Brand Embroidered Baseball Cap,₹559,₹999,(44% off),₹500,https://www.ajio.com/u-s-polo-assn-men-brand-embroidered-baseball-cap/p/469500091_navy,Caps
199,469453001_white,Puma,Logo Print Baseball Caps,"₹1,479","₹1,999",(26% off),"₹1,279",https://www.ajio.com/puma-logo-print-baseball-caps/p/469453001_white,Caps
200,469453027_blue,Puma,Men Logo Embroidered Cap,₹974,"₹1,299",(25% off),₹831,https://www.ajio.com/puma-men-logo-embroidered-cap/p/469453027_blue,Caps
201,469453000_black,Puma,BMW Logosport Baseball Cap,"₹1,499","₹1,999",(25% off),"₹1,279",https://www.ajio.com/puma-bmw-logosport-baseball-cap/p/469453000_black,Caps
202,469453004_white,Puma,Logo Print Baseball Cap,"₹1,766","₹1,899",(7% off),"₹1,614",https://www.ajio.com/puma-logo-print-baseball-cap/p/469453004_white,Caps
203,469452983_black,Puma,Mesh Panelled Baseball Cap,"₹1,348","₹1,899",(29% off),"₹1,082",https://www.ajio.com/puma-mesh-panelled-baseball-cap/p/469452983_black,Caps
204,469452948_green,Puma,Men Logo Print Baseball Cap,₹974,"₹1,299",(25% off),₹831,https://www.ajio.com/puma-men-logo-print-baseball-cap/p/469452948_green,Caps
205,441339981_grey,DNMX,Men Braided Pattern Beanie,₹200,₹399,(50% off),₹180,https://www.ajio.com/dnmx-men-braided-pattern-beanie/p/441339981_grey,Caps
206,469453023_blue,Puma,Logo Embroidered Baseball Cap,₹929,"₹1,499",(38% off),₹809,https://www.ajio.com/puma-logo-embroidered-baseball-cap/p/469453023_blue,Caps
207,441340020_black,DNMX,Men Woolen Beanie Cap,₹227,₹399,(43% off),₹200,https://www.ajio.com/dnmx-men-woolen-beanie-cap/p/441340020_black,Caps
208,441294861_black,PERFORMAX,Logo Print Baseball Cap with Mesh Panel,₹389,₹599,(35% off),₹300,https://www.ajio.com/performax-logo-print-baseball-cap-with-mesh-panel/p/441294861_black,Caps
209,469452975_blue,Puma,Mesh Panelled Baseball Cap,₹987,"₹1,299",(24% off),₹831,https://www.ajio.com/puma-mesh-panelled-baseball-cap/p/469452975_blue,Caps
210,469452958_beige,Puma,Baseball Cap with Brand Patch,"₹1,394","₹1,499",(7% off),"₹1,274",https://www.ajio.com/puma-baseball-cap-with-brand-patch/p/469452958_beige,Caps
211,469477865_blue,Puma,Puma men caps hats blue os,"₹1,505","₹3,499",(57% off),"₹1,400",https://www.ajio.com/puma-puma-men-caps-hats-blue-os/p/469477865_blue,Caps
212,469452936_purple,Puma,Men Printed Sun Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-printed-sun-cap/p/469452936_purple,Caps
213,469452946_green,Puma,Brand Embroidered Baseball Cap,₹601,₹699,(14% off),₹545,https://www.ajio.com/puma-brand-embroidered-baseball-cap/p/469452946_green,Caps
214,469453003_black,Puma,Men BMW M Motorsport Baseball Cap,"₹1,766","₹1,899",(7% off),"₹1,614",https://www.ajio.com/puma-men-bmw-m-motorsport-baseball-cap/p/469453003_black,Caps
215,441340019_black,DNMX,Men Weavy Drop-Stitch Knitted Beanie,₹200,₹399,(50% off),₹180,https://www.ajio.com/dnmx-men-weavy-drop-stitch-knitted-beanie/p/441340019_black,Caps
216,469452931_orange,Puma,Men Baseball Cap with Logo Accent,₹809,₹999,(19% off),₹709,https://www.ajio.com/puma-men-baseball-cap-with-logo-accent/p/469452931_orange,Caps
217,441340023_grey,DNMX,Men Knitted Beanie Cap,₹227,₹399,(43% off),₹200,https://www.ajio.com/dnmx-men-knitted-beanie-cap/p/441340023_grey,Caps
218,469452966_black,Puma,Men Brand Embroidered Baseball Cap,"₹1,169","₹1,799",(35% off),"₹1,061",https://www.ajio.com/puma-men-brand-embroidered-baseball-cap/p/469452966_black,Caps
219,469453012_black,Puma,Men Logo Print Bucket Cap,"₹1,319","₹1,999",(34% off),"₹1,179",https://www.ajio.com/puma-men-logo-print-bucket-cap/p/469453012_black,Caps
220,469452995_black,Puma,Men Logo Embroidered Baseball Cap,"₹1,139","₹1,899",(40% off),"₹1,025",https://www.ajio.com/puma-men-logo-embroidered-baseball-cap/p/469452995_black,Caps
221,469452996_red,Puma,Baseball Cap with Placement Logo Print,"₹1,179","₹1,999",(41% off),"₹1,079",https://www.ajio.com/puma-baseball-cap-with-placement-logo-print/p/469452996_red,Caps
222,469453015_black,Puma,Logo Embroidered Baseball Cap,₹844,"₹1,299",(35% off),₹766,https://www.ajio.com/puma-logo-embroidered-baseball-cap/p/469453015_black,Caps
223,469453022_black,Puma,Flat Brim Baseball Cap,"₹1,004","₹1,499",(33% off),₹884,https://www.ajio.com/puma-flat-brim-baseball-cap/p/469453022_black,Caps
224,469453009_blue,Puma,Logo Embroidered Baseball Cap,₹935,"₹1,299",(28% off),₹831,https://www.ajio.com/puma-logo-embroidered-baseball-cap/p/469453009_blue,Caps
225,441351230_navy,DNMX,Men Checked Acrylic Beanie,₹200,₹399,(50% off),₹180,https://www.ajio.com/dnmx-men-checked-acrylic-beanie/p/441351230_navy,Caps
226,469453031_blue,Puma,Men Logo Print Cap,₹844,"₹1,299",(35% off),₹766,https://www.ajio.com/puma-men-logo-print-cap/p/469453031_blue,Caps
227,469452965_black,Puma,Men Brand Print Snapback Hat,"₹1,004","₹1,499",(33% off),₹884,https://www.ajio.com/puma-men-brand-print-snapback-hat/p/469452965_black,Caps
228,469453016_black,Puma,Men Printed Baseball Cap,"₹1,079","₹1,799",(40% off),₹971,https://www.ajio.com/puma-men-printed-baseball-cap/p/469453016_black,Caps
229,469453030_black,Puma,Men Bucket Hat with Logo Applique,"₹1,424","₹2,499",(43% off),"₹1,225",https://www.ajio.com/puma-men-bucket-hat-with-logo-applique/p/469453030_black,Caps
230,469452954_white,Puma,Men Brand Embroidered Baseball Cap,₹599,₹599,(0% off),₹509,https://www.ajio.com/puma-men-brand-embroidered-baseball-cap/p/469452954_white,Caps
231,441351232_navy,DNMX,Men Striped Beanie Cap,₹200,₹399,(50% off),₹180,https://www.ajio.com/dnmx-men-striped-beanie-cap/p/441351232_navy,Caps
232,469477866_black,Puma,Men Logo Embroidered Baseball Cap,₹624,"₹1,299",(52% off),₹572,https://www.ajio.com/puma-men-logo-embroidered-baseball-cap/p/469477866_black,Caps
233,441340017_blue,DNMX,Men Knitted Beanies Cap with Ribbed Hems,₹239,₹399,(40% off),₹200,https://www.ajio.com/dnmx-men-knitted-beanies-cap-with-ribbed-hems/p/441340017_blue,Caps
234,441351228_navy,DNMX,Men Geometric Pattern Beanie Cap,₹227,₹399,(43% off),₹200,https://www.ajio.com/dnmx-men-geometric-pattern-beanie-cap/p/441351228_navy,Caps
235,441340021_black,DNMX,Men Knitted Beanie Cap,₹227,₹399,(43% off),₹200,https://www.ajio.com/dnmx-men-knitted-beanie-cap/p/441340021_black,Caps
236,469452945_beige,Puma,Men Cap with Brand Embroidery,₹538,₹699,(23% off),₹447,https://www.ajio.com/puma-men-cap-with-brand-embroidery/p/469452945_beige,Caps
237,469453002_blue,Puma,Printed Colourblock Baseball Cap,"₹1,359","₹1,999",(32% off),"₹1,179",https://www.ajio.com/puma-printed-colourblock-baseball-cap/p/469453002_blue,Caps
238,469453025_white,Puma,Brand Embroidered Baseball Cap,"₹1,124","₹1,499",(25% off),₹959,https://www.ajio.com/puma-brand-embroidered-baseball-cap/p/469453025_white,Caps
239,469452978_black,Puma,Paneled Baseball Cap,"₹1,609","₹2,299",(30% off),"₹1,310",https://www.ajio.com/puma-paneled-baseball-cap/p/469452978_black,Caps
240,441294861_navy,PERFORMAX,Logo Print Baseball Cap with Mesh Panel,₹557,₹599,(7% off),₹520,https://www.ajio.com/performax-logo-print-baseball-cap-with-mesh-panel/p/441294861_navy,Caps
241,469451871_blue,Jack & Jones,Men Baseball Cap with Logo Embroidery,₹695,"₹1,199",(42% off),₹649,https://www.ajio.com/jack--jones-men-baseball-cap-with-logo-embroidery/p/469451871_blue,Caps
242,469452943_purple,Puma,Baseball Cap with Embroidery,₹783,₹799,(2% off),₹679,https://www.ajio.com/puma-baseball-cap-with-embroidery/p/469452943_purple,Caps
243,469452947_pink,Puma,Men Sun Cap with Logo Print,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-sun-cap-with-logo-print/p/469452947_pink,Caps
244,469045862_blue,Puma,Logo Print Baseball Cap,₹450,₹899,(50% off),₹333,https://www.ajio.com/puma-logo-print-baseball-cap/p/469045862_blue,Caps
245,441351229_navy,DNMX,Men Striped Woolen Beanie,₹200,₹399,(50% off),₹180,https://www.ajio.com/dnmx-men-striped-woolen-beanie/p/441351229_navy,Caps
246,469452990_purple,Puma,Logo Print Baseball Cap,"₹1,199","₹1,999",(40% off),"₹1,079",https://www.ajio.com/puma-logo-print-baseball-cap/p/469452990_purple,Caps
247,469452934_green,Puma,Men Logo Print Baseball Cap,₹899,₹899,(0% off),₹764,https://www.ajio.com/puma-men-logo-print-baseball-cap/p/469452934_green,Caps
248,469452979_red,Puma,Logo Print Baseball Cap,"₹1,234","₹1,899",(35% off),"₹1,120",https://www.ajio.com/puma-logo-print-baseball-cap/p/469452979_red,Caps
249,469452994_green,Puma,Men Sun Cap with Logo Embroidery,"₹1,499","₹1,999",(25% off),"₹1,279",https://www.ajio.com/puma-men-sun-cap-with-logo-embroidery/p/469452994_green,Caps
250,469452932_gray,Puma,Men Baseball Cap with Metal Logo Accent,₹999,₹999,(0% off),₹849,https://www.ajio.com/puma-men-baseball-cap-with-metal-logo-accent/p/469452932_gray,Caps
251,469452980_black,Puma,Logo Print Sun Hat,"₹1,234","₹1,899",(35% off),"₹1,120",https://www.ajio.com/puma-logo-print-sun-hat/p/469452980_black,Caps
252,469477861_black,Puma,Men Baseball Cap with Placement Print,"₹1,766","₹1,899",(7% off),"₹1,614",https://www.ajio.com/puma-men-baseball-cap-with-placement-print/p/469477861_black,Caps
253,469453032_gray,Puma,Men Printed Baseball Cap,"₹1,299","₹1,299",(0% off),"₹1,104",https://www.ajio.com/puma-men-printed-baseball-cap/p/469453032_gray,Caps
254,469452989_green,Puma,Baseball Caps with Embroidered Placement,"₹1,499","₹1,999",(25% off),"₹1,279",https://www.ajio.com/puma-baseball-caps-with-embroidered-placement/p/469452989_green,Caps
255,469452968_black,Puma,Men Seasons Mesh Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-seasons-mesh-cap/p/469452968_black,Caps
256,469452950_green,Puma,Embroidered Baseball Cap,"₹1,241","₹1,799",(31% off),"₹1,025",https://www.ajio.com/puma-embroidered-baseball-cap/p/469452950_green,Caps
257,469452981_beige,Puma,Baseball Cap with Contrast Piping,"₹1,158","₹1,899",(39% off),"₹1,025",https://www.ajio.com/puma-baseball-cap-with-contrast-piping/p/469452981_beige,Caps
258,469477864_beige,Puma,Men Printed Bucket Hat,"₹2,499","₹2,499",(0% off),"₹2,124",https://www.ajio.com/puma-men-printed-bucket-hat/p/469477864_beige,Caps
259,469477867_black,Puma,Men Brand Embroidered Baseball Cap,₹624,"₹1,299",(52% off),₹572,https://www.ajio.com/puma-men-brand-embroidered-baseball-cap/p/469477867_black,Caps
260,469477860_black,Puma,Men Colourblock Beanie,₹624,"₹1,299",(52% off),₹572,https://www.ajio.com/puma-men-colourblock-beanie/p/469477860_black,Caps
261,469452951_black,Puma,Men Brand Embroidered Baseball Cap,₹599,₹599,(0% off),₹509,https://www.ajio.com/puma-men-brand-embroidered-baseball-cap/p/469452951_black,Caps
262,469452938_blue,Puma,Printed Baseball Cap with Logo Print,₹948,"₹1,299",(27% off),₹831,https://www.ajio.com/puma-printed-baseball-cap-with-logo-print/p/469452938_blue,Caps
263,469452999_gray,Puma,BMW M Motorsport Baseball Cap,"₹1,659","₹1,999",(17% off),"₹1,419",https://www.ajio.com/puma-bmw-m-motorsport-baseball-cap/p/469452999_gray,Caps
264,469452940_blue,Puma,Men Baseball Ball Cap with Logo Patch,₹552,₹699,(21% off),₹496,https://www.ajio.com/puma-men-baseball-ball-cap-with-logo-patch/p/469452940_blue,Caps
265,469453006_gray,Puma,Printed Baseball Cap,"₹1,379","₹2,299",(40% off),"₹1,241",https://www.ajio.com/puma-printed-baseball-cap/p/469453006_gray,Caps
266,469453033_purple,Puma,Men Printed Baseball Cap,₹844,"₹1,299",(35% off),₹766,https://www.ajio.com/puma-men-printed-baseball-cap/p/469453033_purple,Caps
267,469452942_gray,Puma,Baseball Cap with Placement Logo Print,₹879,₹999,(12% off),₹779,https://www.ajio.com/puma-baseball-cap-with-placement-logo-print/p/469452942_gray,Caps
268,469452959_black,Puma,Camouflage Print Baseball Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-camouflage-print-baseball-cap/p/469452959_black,Caps
269,469453021_white,Puma,Men Embroidered Cotton Sun Cap,"₹1,299","₹1,299",(0% off),"₹1,104",https://www.ajio.com/puma-men-embroidered-cotton-sun-cap/p/469453021_white,Caps
270,440808400_white,PERFORMAX,Training Visor Cap,₹499,₹499,(0% off),₹449,https://www.ajio.com/performax-training-visor-cap/p/440808400_white,Caps
271,469453028_black,Puma,Printed Sun Hat,"₹1,333","₹2,299",(42% off),"₹1,127",https://www.ajio.com/puma-printed-sun-hat/p/469453028_black,Caps
272,469452977_black,Puma,Men Logo Print Cap,"₹1,448","₹2,299",(37% off),"₹1,241",https://www.ajio.com/puma-men-logo-print-cap/p/469452977_black,Caps
273,469453010_beige,Puma,Logo Embroidered Baseball Cap,₹818,"₹1,299",(37% off),₹701,https://www.ajio.com/puma-logo-embroidered-baseball-cap/p/469453010_beige,Caps
274,469453017_black,Puma,Men Logo Print Baseball Cap,"₹1,079","₹1,799",(40% off),₹971,https://www.ajio.com/puma-men-logo-print-baseball-cap/p/469453017_black,Caps
275,469045863_navyblue,Puma,Logo Print Baseball Cap,₹663,₹799,(17% off),₹619,https://www.ajio.com/puma-logo-print-baseball-cap/p/469045863_navyblue,Caps
276,469477859_black,Puma,Men Baseball Cap with Brand Patch,"₹1,039","₹1,299",(20% off),₹922,https://www.ajio.com/puma-men-baseball-cap-with-brand-patch/p/469477859_black,Caps
277,469452997_black,Puma,Printed Baseball Cap,"₹1,701","₹2,299",(26% off),"₹1,471",https://www.ajio.com/puma-printed-baseball-cap/p/469452997_black,Caps
278,469452953_gray,Puma,Men Brand Embroidered Baseball Cap,₹569,₹599,(5% off),₹509,https://www.ajio.com/puma-men-brand-embroidered-baseball-cap/p/469452953_gray,Caps
279,469452935_blue,Puma,Men Logo Print Cap,₹791,₹899,(12% off),₹701,https://www.ajio.com/puma-men-logo-print-cap/p/469452935_blue,Caps
280,469453024_black,Puma,Camouflage Print Baseball Cap,"₹1,049","₹1,499",(30% off),₹854,https://www.ajio.com/puma-camouflage-print-baseball-cap/p/469453024_black,Caps
281,469452993_yellow,Puma,Men Embroidered Baseball Cap,"₹1,139","₹1,999",(43% off),₹980,https://www.ajio.com/puma-men-embroidered-baseball-cap/p/469452993_yellow,Caps
282,469453019_black,Puma,Men Brand Print Baseball Cap,₹929,"₹1,499",(38% off),₹809,https://www.ajio.com/puma-men-brand-print-baseball-cap/p/469453019_black,Caps
283,469452960_black,Puma,Men Logo Print Baseball Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-logo-print-baseball-cap/p/469452960_black,Caps
284,469452957_black,Puma,Men Sun Cap with Logo Print,"₹1,019","₹1,499",(32% off),₹884,https://www.ajio.com/puma-men-sun-cap-with-logo-print/p/469452957_black,Caps
285,469452982_red,Puma,Logo Pattern Baseball Cap,"₹1,234","₹1,899",(35% off),"₹1,120",https://www.ajio.com/puma-logo-pattern-baseball-cap/p/469452982_red,Caps
286,469453007_red,Puma,Men Reversible Cap with Brand Print,"₹1,356","₹2,299",(41% off),"₹1,241",https://www.ajio.com/puma-men-reversible-cap-with-brand-print/p/469453007_red,Caps
287,469452992_black,Puma,Baseball Cap with Adjustable Closure,"₹1,299","₹1,999",(35% off),"₹1,179",https://www.ajio.com/puma-baseball-cap-with-adjustable-closure/p/469452992_black,Caps
288,410265516_black,ADIDAS,Checked Adv Runners Cap,"₹2,074","₹2,499",(17% off),"₹1,749",https://www.ajio.com/adidas-checked-adv-runners-cap/p/410265516_black,Caps
289,469452944_pink,Puma,Brand Embroidered Baseball Cap,₹538,₹699,(23% off),₹447,https://www.ajio.com/puma-brand-embroidered-baseball-cap/p/469452944_pink,Caps
290,441340022_grey,DNMX,Men Knitted Beanie with Elasticated Hems,₹227,₹399,(43% off),₹200,https://www.ajio.com/dnmx-men-knitted-beanie-with-elasticated-hems/p/441340022_grey,Caps
291,410321682_aedt,ADIDAS,RYV Baseball Cap with Buckle Closure,"₹1,999","₹1,999",(0% off),"₹1,699",https://www.ajio.com/adidas-ryv-baseball-cap-with-buckle-closure/p/410321682_aedt,Caps
292,469452961_pink,Puma,Floral Print Baseball Cap with Logo Embroidery,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-floral-print-baseball-cap-with-logo-embroidery/p/469452961_pink,Caps
293,469452969_orange,Puma,Men Logo Print Sun Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-logo-print-sun-cap/p/469452969_orange,Caps
294,469453008_black,Puma,Men Brand Logo Sun Hat,"₹2,249","₹2,999",(25% off),"₹1,919",https://www.ajio.com/puma-men-brand-logo-sun-hat/p/469453008_black,Caps
295,469453014_black,Puma,Men Brand Print Baseball Cap,₹883,"₹1,299",(32% off),₹766,https://www.ajio.com/puma-men-brand-print-baseball-cap/p/469453014_black,Caps
296,469453011_beige,Puma,Printed Sun Hat with Logo Embroidered,"₹1,333","₹2,299",(42% off),"₹1,127",https://www.ajio.com/puma-printed-sun-hat-with-logo-embroidered/p/469453011_beige,Caps
297,469452998_black,Puma,Logo Print Baseball Cap,"₹1,333","₹2,299",(42% off),"₹1,127",https://www.ajio.com/puma-logo-print-baseball-cap/p/469452998_black,Caps
